,0
789,2.32
790,2.32
791,2.32
792,2.32
793,2.32
794,2.32
795,2.32
796,2.32
797,2.32
798,2.32
799,2.32
800,2.41
801,2.41
802,2.41
803,2.41
804,2.41
805,2.41
806,2.41
807,2.41
808,2.41
809,2.41
810,2.41
811,2.41
812,2.41
813,2.41
814,2.41
815,2.41
816,2.41
817,2.41
818,2.41
819,2.41
820,2.41
821,2.41
822,2.41
823,2.41
824,2.41
825,2.41
826,2.41
827,2.41
828,2.41
829,2.41
830,2.41
831,2.41
832,2.41
833,2.41
834,2.41
835,2.41
836,2.41
837,2.41
838,2.41
839,2.41
840,2.41
841,2.41
842,2.41
843,2.41
844,2.41
845,2.41
846,2.41
847,2.41
848,2.41
849,2.41
850,2.41
851,2.41
852,2.41
853,2.41
854,2.41
855,2.41
856,2.41
857,2.41
858,2.41
859,2.41
860,2.41
861,2.41
862,2.41
863,2.41
864,2.41
865,2.41
866,2.41
867,2.41
868,2.41
869,2.41
870,2.41
871,2.41
872,2.41
873,2.41
874,2.41
875,2.41
876,2.41
877,2.41
878,2.41
879,2.41
880,2.41
881,2.41
882,2.41
883,2.41
884,2.41
885,2.41
886,2.41
887,2.41
888,2.41
889,2.41
890,2.41
891,2.41
892,2.41
893,2.41
894,2.41
895,2.41
896,2.41
897,2.41
898,2.41
899,2.41
900,2.49
901,2.49
902,2.49
903,2.49
904,2.49
905,2.49
906,2.49
907,2.49
908,2.49
909,2.49
910,2.49
911,2.49
912,2.49
913,2.49
914,2.49
915,2.49
916,2.49
917,2.49
918,2.49
919,2.49
920,2.49
921,2.49
922,2.49
923,2.49
924,2.49
925,2.49
926,2.49
927,2.49
928,2.49
929,2.49
930,2.49
931,2.49
932,2.49
933,2.49
934,2.49
935,2.49
936,2.49
937,2.49
938,2.49
939,2.49
940,2.49
941,2.49
942,2.49
943,2.49
944,2.49
945,2.49
946,2.49
947,2.49
948,2.49
949,2.49
950,2.49
951,2.49
952,2.49
953,2.49
954,2.49
955,2.49
956,2.49
957,2.49
958,2.49
959,2.49
960,2.49
961,2.49
962,2.49
963,2.49
964,2.49
965,2.49
966,2.49
967,2.49
968,2.49
969,2.49
970,2.49
971,2.49
972,2.49
973,2.49
974,2.49
975,2.49
976,2.49
977,2.49
978,2.49
979,2.49
980,2.49
981,2.49
982,2.49
983,2.49
984,2.49
985,2.49
986,2.49
987,2.49
988,2.49
989,2.49
990,2.49
991,2.49
992,2.49
993,2.49
994,2.49
995,2.49
996,2.49
997,2.49
998,2.49
999,2.49
1000,2.26
1001,2.26
1002,2.26
1003,2.26
1004,2.26
1005,2.26
1006,2.26
1007,2.26
1008,2.26
1009,2.26
1010,2.26
1011,2.26
1012,2.26
1013,2.26
1014,2.26
1015,2.26
1016,2.26
1017,2.26
1018,2.26
1019,2.26
1020,2.26
1021,2.26
1022,2.26
1023,2.26
1024,2.26
1025,2.26
1026,2.26
1027,2.26
1028,2.26
1029,2.26
1030,2.26
1031,2.26
1032,2.26
1033,2.26
1034,2.26
1035,2.26
1036,2.26
1037,2.26
1038,2.26
1039,2.26
1040,2.26
1041,2.26
1042,2.26
1043,2.26
1044,2.26
1045,2.26
1046,2.26
1047,2.26
1048,2.26
1049,2.26
1050,2.26
1051,2.26
1052,2.26
1053,2.26
1054,2.26
1055,2.26
1056,2.26
1057,2.26
1058,2.26
1059,2.26
1060,2.26
1061,2.26
1062,2.26
1063,2.26
1064,2.26
1065,2.26
1066,2.26
1067,2.26
1068,2.26
1069,2.26
1070,2.26
1071,2.26
1072,2.26
1073,2.26
1074,2.26
1075,2.26
1076,2.26
1077,2.26
1078,2.26
1079,2.26
1080,2.26
1081,2.26
1082,2.26
1083,2.26
1084,2.26
1085,2.26
1086,2.26
1087,2.26
1088,2.26
1089,2.26
1090,2.26
1091,2.26
1092,2.26
1093,2.26
1094,2.26
1095,2.26
1096,2.26
1097,2.26
1098,2.26
1099,2.26
1100,2.38
1101,2.38
1102,2.38
1103,2.38
1104,2.38
1105,2.38
1106,2.38
1107,2.38
1108,2.38
1109,2.38
1110,2.38
1111,2.38
1112,2.38
1113,2.38
1114,2.38
1115,2.38
1116,2.38
1117,2.38
1118,2.38
1119,2.38
1120,2.38
1121,2.38
1122,2.38
1123,2.38
1124,2.38
1125,2.38
1126,2.38
1127,2.38
1128,2.38
1129,2.38
1130,2.38
1131,2.38
1132,2.38
1133,2.38
1134,2.38
1135,2.38
1136,2.38
1137,2.38
1138,2.38
1139,2.38
1140,2.38
1141,2.38
1142,2.38
1143,2.38
1144,2.38
1145,2.38
1146,2.38
1147,2.38
1148,2.38
1149,2.38
1150,2.38
1151,2.38
1152,2.38
1153,2.38
1154,2.38
1155,2.38
1156,2.38
1157,2.38
1158,2.38
1159,2.38
1160,2.38
1161,2.38
1162,2.38
1163,2.38
1164,2.38
1165,2.38
1166,2.38
1167,2.38
1168,2.38
1169,2.38
1170,2.38
1171,2.38
1172,2.38
1173,2.38
1174,2.38
1175,2.38
1176,2.38
1177,2.38
1178,2.38
1179,2.38
1180,2.38
1181,2.38
1182,2.38
1183,2.38
1184,2.38
1185,2.38
1186,2.38
1187,2.38
1188,2.38
1189,2.38
1190,2.38
1191,2.38
1192,2.38
1193,2.38
1194,2.38
1195,2.38
1196,2.38
1197,2.38
1198,2.38
1199,2.38
1200,2.58
1201,2.58
1202,2.58
1203,2.58
1204,2.58
1205,2.58
1206,2.58
1207,2.58
1208,2.58
1209,2.58
1210,2.58
1211,2.58
1212,2.58
1213,2.58
1214,2.58
1215,2.58
1216,2.58
1217,2.58
1218,2.58
1219,2.58
1220,2.58
1221,2.58
1222,2.58
1223,2.58
1224,2.58
1225,2.58
1226,2.58
1227,2.58
1228,2.58
1229,2.58
1230,2.58
1231,2.58
1232,2.58
1233,2.58
1234,2.58
1235,2.58
1236,2.58
1237,2.58
1238,2.58
1239,2.58
1240,2.58
1241,2.58
1242,2.58
1243,2.58
1244,2.58
1245,2.58
1246,2.58
1247,2.58
1248,2.58
1249,2.58
1250,2.58
1251,2.58
1252,2.58
1253,2.58
1254,2.58
1255,2.58
1256,2.58
1257,2.58
1258,2.58
1259,2.58
1260,2.58
1261,2.58
1262,2.58
1263,2.58
1264,2.58
1265,2.58
1266,2.58
1267,2.58
1268,2.58
1269,2.58
1270,2.58
1271,2.58
1272,2.58
1273,2.58
1274,2.58
1275,2.58
1276,2.58
1277,2.58
1278,2.58
1279,2.58
1280,2.58
1281,2.58
1282,2.58
1283,2.58
1284,2.58
1285,2.58
1286,2.58
1287,2.58
1288,2.58
1289,2.58
1290,2.58
1291,2.58
1292,2.58
1293,2.58
1294,2.58
1295,2.58
1296,2.58
1297,2.58
1298,2.58
1299,2.58
1300,2.29
1301,2.29
1302,2.29
1303,2.29
1304,2.29
1305,2.29
1306,2.29
1307,2.29
1308,2.29
1309,2.29
1310,2.29
1311,2.29
1312,2.29
1313,2.29
1314,2.29
1315,2.29
1316,2.29
1317,2.29
1318,2.29
1319,2.29
1320,2.29
1321,2.29
1322,2.29
1323,2.29
1324,2.29
1325,2.29
1326,2.29
1327,2.29
1328,2.29
1329,2.29
1330,2.29
1331,2.29
1332,2.29
1333,2.29
1334,2.29
1335,2.29
1336,2.29
1337,2.29
1338,2.29
1339,2.29
1340,2.29
1341,2.29
1342,2.29
1343,2.29
1344,2.29
1345,2.29
1346,2.29
1347,2.29
1348,2.29
1349,2.29
1350,2.29
1351,2.29
1352,2.29
1353,2.29
1354,2.29
1355,2.29
1356,2.29
1357,2.29
1358,2.29
1359,2.29
1360,2.29
1361,2.29
1362,2.29
1363,2.29
1364,2.29
1365,2.29
1366,2.29
1367,2.29
1368,2.29
1369,2.29
1370,2.29
1371,2.29
1372,2.29
1373,2.29
1374,2.29
1375,2.29
1376,2.29
1377,2.29
1378,2.29
1379,2.29
1380,2.29
1381,2.29
1382,2.29
1383,2.29
1384,2.29
1385,2.29
1386,2.29
1387,2.29
1388,2.29
1389,2.29
1390,2.29
1391,2.29
1392,2.29
1393,2.29
1394,2.29
1395,2.29
1396,2.29
1397,2.29
1398,2.29
1399,2.29
1400,2.39
1401,2.39
1402,2.39
1403,2.39
1404,2.39
1405,2.39
1406,2.39
1407,2.39
1408,2.39
1409,2.39
1410,2.39
1411,2.39
1412,2.39
1413,2.39
1414,2.39
1415,2.39
1416,2.39
1417,2.39
1418,2.39
1419,2.39
1420,2.39
1421,2.39
1422,2.39
1423,2.39
1424,2.39
1425,2.39
1426,2.39
1427,2.39
1428,2.39
1429,2.39
1430,2.39
1431,2.39
1432,2.39
1433,2.39
1434,2.39
1435,2.39
1436,2.39
1437,2.39
1438,2.39
1439,2.39
1440,2.39
1441,2.39
1442,2.39
1443,2.39
1444,2.39
1445,2.39
1446,2.39
1447,2.39
1448,2.39
1449,2.39
1450,2.39
1451,2.39
1452,2.39
1453,2.39
1454,2.39
1455,2.39
1456,2.39
1457,2.39
1458,2.39
1459,2.39
1460,2.39
1461,2.39
1462,2.39
1463,2.39
1464,2.39
1465,2.39
1466,2.39
1467,2.39
1468,2.39
1469,2.39
1470,2.39
1471,2.39
1472,2.39
1473,2.39
1474,2.39
1475,2.39
1476,2.39
1477,2.39
1478,2.39
1479,2.39
1480,2.39
1481,2.39
1482,2.39
1483,2.39
1484,2.39
1485,2.39
1486,2.39
1487,2.39
1488,2.39
1489,2.39
1490,2.39
1491,2.39
1492,2.39
1493,2.39
1494,2.39
1495,2.39
1496,2.39
1497,2.39
1498,2.39
1499,2.39
1500,2.2
1501,2.2
1502,2.2
1503,2.2
1504,2.2
1505,2.2
1506,2.2
1507,2.2
1508,2.2
1509,2.2
1510,2.2
1511,2.2
1512,2.2
1513,2.2
1514,2.2
1515,2.2
1516,2.2
1517,2.2
1518,2.2
1519,2.2
1520,2.2
1521,2.2
1522,2.2
1523,2.2
1524,2.2
1525,2.2
1526,2.2
1527,2.2
1528,2.2
1529,2.2
1530,2.2
1531,2.2
1532,2.2
1533,2.2
1534,2.2
1535,2.2
1536,2.2
1537,2.2
1538,2.2
1539,2.2
1540,2.2
1541,2.2
1542,2.2
1543,2.2
1544,2.2
1545,2.2
1546,2.2
1547,2.2
1548,2.2
1549,2.2
1550,2.2
1551,2.2
1552,2.2
1553,2.2
1554,2.2
1555,2.2
1556,2.2
1557,2.2
1558,2.2
1559,2.2
1560,2.2
1561,2.2
1562,2.2
1563,2.2
1564,2.2
1565,2.2
1566,2.2
1567,2.2
1568,2.2
1569,2.2
1570,2.2
1571,2.2
1572,2.2
1573,2.2
1574,2.2
1575,2.2
1576,2.2
1577,2.2
1578,2.2
1579,2.2
1580,2.2
1581,2.2
1582,2.2
1583,2.2
1584,2.2
1585,2.2
1586,2.2
1587,2.2
1588,2.2
1589,2.2
1590,2.2
1591,2.2
1592,2.2
1593,2.2
1594,2.2
1595,2.2
1596,2.2
1597,2.2
1598,2.2
1599,2.2
1600,2.43
1601,2.43
1602,2.43
1603,2.43
1604,2.43
1605,2.43
1606,2.43
1607,2.43
1608,2.43
1609,2.43
1610,2.43
1611,2.43
1612,2.43
1613,2.43
1614,2.43
1615,2.43
1616,2.43
1617,2.43
1618,2.43
1619,2.43
1620,2.43
1621,2.43
1622,2.43
1623,2.43
1624,2.43
1625,2.43
1626,2.43
1627,2.43
1628,2.43
1629,2.43
1630,2.43
1631,2.43
1632,2.43
1633,2.43
1634,2.43
1635,2.43
1636,2.43
1637,2.43
1638,2.43
1639,2.43
1640,2.43
1641,2.43
1642,2.43
1643,2.43
1644,2.43
1645,2.43
1646,2.43
1647,2.43
1648,2.43
1649,2.43
1650,2.43
1651,2.43
1652,2.43
1653,2.43
1654,2.43
1655,2.43
1656,2.43
1657,2.43
1658,2.43
1659,2.43
1660,2.43
1661,2.43
1662,2.43
1663,2.43
1664,2.43
1665,2.43
1666,2.43
1667,2.43
1668,2.43
1669,2.43
1670,2.43
1671,2.43
1672,2.43
1673,2.43
1674,2.43
1675,2.43
1676,2.43
1677,2.43
1678,2.43
1679,2.43
1680,2.43
1681,2.43
1682,2.43
1683,2.43
1684,2.43
1685,2.43
1686,2.43
1687,2.43
1688,2.43
1689,2.43
1690,2.43
1691,2.43
1692,2.43
1693,2.43
1694,2.43
1695,2.43
1696,2.43
1697,2.43
1698,2.43
1699,2.43
1700,2.35
1701,2.35
1702,2.35
1703,2.35
1704,2.35
1705,2.35
1706,2.35
1707,2.35
1708,2.35
1709,2.35
1710,2.35
1711,2.35
1712,2.35
1713,2.35
1714,2.35
1715,2.35
1716,2.35
1717,2.35
1718,2.35
1719,2.35
1720,2.35
1721,2.35
1722,2.35
1723,2.35
1724,2.35
1725,2.35
1726,2.35
1727,2.35
1728,2.35
1729,2.35
1730,2.35
1731,2.35
1732,2.35
1733,2.35
1734,2.35
1735,2.35
1736,2.35
1737,2.35
1738,2.35
1739,2.35
1740,2.35
1741,2.35
1742,2.35
1743,2.35
1744,2.35
1745,2.35
1746,2.35
1747,2.35
1748,2.35
1749,2.35
1750,2.35
1751,2.35
1752,2.35
1753,2.35
1754,2.35
1755,2.35
1756,2.35
1757,2.35
1758,2.35
1759,2.35
1760,2.35
1761,2.35
1762,2.35
1763,2.35
1764,2.35
1765,2.35
1766,2.35
1767,2.35
1768,2.35
1769,2.35
1770,2.35
1771,2.35
1772,2.35
1773,2.35
1774,2.35
1775,2.35
1776,2.35
1777,2.35
1778,2.35
1779,2.35
1780,2.35
1781,2.35
1782,2.35
1783,2.35
1784,2.35
1785,2.35
1786,2.35
1787,2.35
1788,2.35
1789,2.35
1790,2.35
1791,2.35
1792,2.35
1793,2.35
1794,2.35
1795,2.35
1796,2.35
1797,2.35
1798,2.35
1799,2.35
1800,2.35
1801,2.35
1802,2.35
1803,2.35
1804,2.35
1805,2.35
1806,2.35
1807,2.35
1808,2.35
1809,2.35
1810,2.35
1811,2.35
1812,2.35
1813,2.35
1814,2.35
1815,2.35
1816,2.35
1817,2.35
1818,2.35
1819,2.35
1820,2.35
1821,2.35
1822,2.35
1823,2.35
1824,2.35
1825,2.35
1826,2.35
1827,2.35
1828,2.35
1829,2.35
1830,2.35
1831,2.35
1832,2.35
1833,2.35
1834,2.35
1835,2.35
1836,2.35
1837,2.35
1838,2.35
1839,2.35
1840,2.35
1841,2.35
1842,2.35
1843,2.35
1844,2.35
1845,2.35
1846,2.35
1847,2.35
1848,2.35
1849,2.35
1850,2.35
1851,2.35
1852,2.35
1853,2.35
1854,2.35
1855,2.35
1856,2.35
1857,2.35
1858,2.35
1859,2.35
1860,2.35
1861,2.35
1862,2.35
1863,2.35
1864,2.35
1865,2.35
1866,2.35
1867,2.35
1868,2.35
1869,2.35
1870,2.35
1871,2.35
1872,2.35
1873,2.35
1874,2.35
1875,2.35
1876,2.35
1877,2.35
1878,2.35
1879,2.35
1880,2.35
1881,2.35
1882,2.35
1883,2.35
1884,2.35
1885,2.35
1886,2.35
1887,2.35
1888,2.35
1889,2.35
1890,2.35
1891,2.35
1892,2.35
1893,2.35
1894,2.35
1895,2.35
1896,2.35
1897,2.35
1898,2.35
1899,2.35
1900,2.35
1901,2.35
1902,2.35
1903,2.35
1904,2.35
1905,2.35
1906,2.35
1907,2.35
1908,2.35
1909,2.35
1910,2.35
1911,2.35
1912,2.35
1913,2.35
1914,2.35
1915,2.35
1916,2.35
1917,2.35
1918,2.35
1919,2.35
1920,2.35
1921,2.35
1922,2.35
1923,2.35
1924,2.35
1925,2.35
1926,2.35
1927,2.35
1928,2.35
1929,2.35
1930,2.35
1931,2.35
1932,2.35
1933,2.35
1934,2.35
1935,2.35
1936,2.35
1937,2.35
1938,2.35
1939,2.35
1940,2.35
1941,2.35
1942,2.35
1943,2.35
1944,2.35
1945,2.35
1946,2.35
1947,2.35
1948,2.35
1949,2.35
1950,2.35
1951,2.35
1952,2.35
1953,2.35
1954,2.35
1955,2.35
1956,2.35
1957,2.35
1958,2.35
1959,2.35
1960,2.35
1961,2.35
1962,2.35
1963,2.35
1964,2.35
1965,2.35
1966,2.35
1967,2.35
1968,2.35
1969,2.35
1970,2.35
1971,2.35
1972,2.35
1973,2.35
1974,2.35
1975,2.35
1976,2.35
1977,2.35
1978,2.35
1979,2.35
1980,2.35
1981,2.35
1982,2.35
1983,2.35
1984,2.35
1985,2.35
1986,2.35
1987,2.35
1988,2.35
1989,2.35
1990,2.35
1991,2.35
1992,2.35
1993,2.35
1994,2.35
1995,2.35
1996,2.35
1997,2.35
1998,2.35
1999,2.35
2000,2.48
2001,2.48
2002,2.48
2003,2.48
2004,2.48
2005,2.48
2006,2.48
2007,2.48
2008,2.48
2009,2.48
2010,2.48
2011,2.48
2012,2.48
2013,2.48
2014,2.48
2015,2.48
2016,2.48
2017,2.48
2018,2.48
2019,2.48
2020,2.48
2021,2.48
2022,2.48
2023,2.48
2024,2.48
2025,2.48
2026,2.48
2027,2.48
2028,2.48
2029,2.48
2030,2.48
2031,2.48
2032,2.48
2033,2.48
2034,2.48
2035,2.48
2036,2.48
2037,2.48
2038,2.48
2039,2.48
2040,2.48
2041,2.48
2042,2.48
2043,2.48
2044,2.48
2045,2.48
2046,2.48
2047,2.48
2048,2.48
2049,2.48
2050,2.48
2051,2.48
2052,2.48
2053,2.48
2054,2.48
2055,2.48
2056,2.48
2057,2.48
2058,2.48
2059,2.48
2060,2.48
2061,2.48
2062,2.48
2063,2.48
2064,2.48
2065,2.48
2066,2.48
2067,2.48
2068,2.48
2069,2.48
2070,2.48
2071,2.48
2072,2.48
2073,2.48
2074,2.48
2075,2.48
2076,2.48
2077,2.48
2078,2.48
2079,2.48
2080,2.48
2081,2.48
2082,2.48
2083,2.48
2084,2.48
2085,2.48
2086,2.48
2087,2.48
2088,2.48
2089,2.48
2090,2.48
2091,2.48
2092,2.48
2093,2.48
2094,2.48
2095,2.48
2096,2.48
2097,2.48
2098,2.48
2099,2.48
2100,2.35
2101,2.35
2102,2.35
2103,2.35
2104,2.35
2105,2.35
2106,2.35
2107,2.35
2108,2.35
2109,2.35
2110,2.35
2111,2.35
2112,2.35
2113,2.35
2114,2.35
2115,2.35
2116,2.35
2117,2.35
2118,2.35
2119,2.35
2120,2.35
2121,2.35
2122,2.35
2123,2.35
2124,2.35
2125,2.35
2126,2.35
2127,2.35
2128,2.35
2129,2.35
2130,2.35
2131,2.35
2132,2.35
2133,2.35
2134,2.35
2135,2.35
2136,2.35
2137,2.35
2138,2.35
2139,2.35
2140,2.35
2141,2.35
