,0
303,15.3
304,15.3
305,15.3
306,15.3
307,15.3
308,15.3
309,15.3
310,15.3
311,15.3
312,15.3
313,15.3
314,15.3
315,15.3
316,15.3
317,15.3
318,15.3
319,15.3
320,15.3
321,15.3
322,15.3
323,15.3
324,15.3
325,15.3
326,15.3
327,15.3
328,15.3
329,15.3
330,15.3
331,15.3
332,15.3
333,15.3
334,15.3
335,15.3
336,15.3
337,15.3
338,15.3
339,15.3
340,15.3
341,15.3
342,15.3
343,15.3
344,15.3
345,15.3
346,15.3
347,15.3
348,15.3
349,15.3
350,15.3
351,15.3
352,15.3
353,15.3
354,15.3
355,15.3
356,15.3
357,15.3
358,15.3
359,15.3
360,15.3
361,15.3
362,15.3
363,15.3
364,15.3
365,15.3
366,15.3
367,15.3
368,15.3
369,15.3
370,15.3
371,15.3
372,15.3
373,15.3
374,15.3
375,15.3
376,15.3
377,15.3
378,15.3
379,15.3
380,15.3
381,15.3
382,15.3
383,15.3
384,15.3
385,15.3
386,15.3
387,15.3
388,15.3
389,15.3
390,15.3
391,15.3
392,15.3
393,15.3
394,15.3
395,15.3
396,15.3
397,15.3
398,15.3
399,15.3
400,19.7
401,19.7
402,19.7
403,19.7
404,19.7
405,19.7
406,19.7
407,19.7
408,19.7
409,19.7
410,19.7
411,19.7
412,19.7
413,19.7
414,19.7
415,19.7
416,19.7
417,19.7
418,19.7
419,19.7
420,19.7
421,19.7
422,19.7
423,19.7
424,19.7
425,19.7
426,19.7
427,19.7
428,19.7
429,19.7
430,19.7
431,19.7
432,19.7
433,19.7
434,19.7
435,19.7
436,19.7
437,19.7
438,19.7
439,19.7
440,19.7
441,19.7
442,19.7
443,19.7
444,19.7
445,19.7
446,19.7
447,19.7
448,19.7
449,19.7
450,19.7
451,19.7
452,19.7
453,19.7
454,19.7
455,19.7
456,19.7
457,19.7
458,19.7
459,19.7
460,19.7
461,19.7
462,19.7
463,19.7
464,19.7
465,19.7
466,19.7
467,19.7
468,19.7
469,19.7
470,19.7
471,19.7
472,19.7
473,19.7
474,19.7
475,19.7
476,19.7
477,19.7
478,19.7
479,19.7
480,19.7
481,19.7
482,19.7
483,19.7
484,19.7
485,19.7
486,19.7
487,19.7
488,19.7
489,19.7
490,19.7
491,19.7
492,19.7
493,19.7
494,19.7
495,19.7
496,19.7
497,19.7
498,19.7
499,19.7
500,33.3
501,33.3
502,33.3
503,33.3
504,33.3
505,33.3
506,33.3
507,33.3
508,33.3
509,33.3
510,33.3
511,33.3
512,33.3
513,33.3
514,33.3
515,33.3
516,33.3
517,33.3
518,33.3
519,33.3
520,33.3
521,33.3
522,33.3
523,33.3
524,33.3
525,33.3
526,33.3
527,33.3
528,33.3
529,33.3
530,33.3
531,33.3
532,33.3
533,33.3
534,33.3
535,33.3
536,33.3
537,33.3
538,33.3
539,33.3
540,33.3
541,33.3
542,33.3
543,33.3
544,33.3
545,33.3
546,33.3
547,33.3
548,33.3
549,33.3
550,33.3
551,33.3
552,33.3
553,33.3
554,33.3
555,33.3
556,33.3
557,33.3
558,33.3
559,33.3
560,33.3
561,33.3
562,33.3
563,33.3
564,33.3
565,33.3
566,33.3
567,33.3
568,33.3
569,33.3
570,33.3
571,33.3
572,33.3
573,33.3
574,33.3
575,33.3
576,33.3
577,33.3
578,33.3
579,33.3
580,33.3
581,33.3
582,33.3
583,33.3
584,33.3
585,33.3
586,33.3
587,33.3
588,33.3
589,33.3
590,33.3
591,33.3
592,33.3
593,33.3
594,33.3
595,33.3
596,33.3
597,33.3
598,33.3
599,33.3
600,20.7031914893617
601,20.7031914893617
602,20.7031914893617
603,20.7031914893617
604,20.7031914893617
605,20.7031914893617
606,20.7031914893617
607,20.7031914893617
608,20.7031914893617
609,20.7031914893617
610,20.7031914893617
611,20.7031914893617
612,20.7031914893617
613,20.7031914893617
614,20.7031914893617
615,20.7031914893617
616,20.7031914893617
617,20.7031914893617
618,20.7031914893617
619,20.7031914893617
620,20.7031914893617
621,20.7031914893617
622,20.7031914893617
623,20.7031914893617
624,20.7031914893617
625,20.7031914893617
626,20.7031914893617
627,20.7031914893617
628,20.7031914893617
629,20.7031914893617
630,20.7031914893617
631,20.7031914893617
632,20.7031914893617
633,20.7031914893617
634,20.7031914893617
635,20.7031914893617
636,20.7031914893617
637,20.7031914893617
638,20.7031914893617
639,20.7031914893617
640,20.7031914893617
641,20.7031914893617
642,20.7031914893617
643,20.7031914893617
644,20.7031914893617
645,20.7031914893617
646,20.7031914893617
647,20.7031914893617
648,20.7031914893617
649,20.7031914893617
650,20.7031914893617
651,20.7031914893617
652,20.7031914893617
653,20.7031914893617
654,20.7031914893617
655,20.7031914893617
656,20.7031914893617
657,20.7031914893617
658,20.7031914893617
659,20.7031914893617
660,20.7031914893617
661,20.7031914893617
662,20.7031914893617
663,20.7031914893617
664,20.7031914893617
665,20.7031914893617
666,20.7031914893617
667,20.7031914893617
668,20.7031914893617
669,20.7031914893617
670,20.7031914893617
671,20.7031914893617
672,20.7031914893617
673,20.7031914893617
674,20.7031914893617
675,20.7031914893617
676,20.7031914893617
677,20.7031914893617
678,20.7031914893617
679,20.7031914893617
680,20.7031914893617
681,20.7031914893617
682,20.7031914893617
683,20.7031914893617
684,20.7031914893617
685,20.7031914893617
686,20.7031914893617
687,20.7031914893617
688,20.7031914893617
689,20.7031914893617
690,20.7031914893617
691,20.7031914893617
692,20.7031914893617
693,20.7031914893617
694,20.7031914893617
695,20.7031914893617
696,20.7031914893617
697,20.7031914893617
698,20.7031914893617
699,20.7031914893617
700,16.2
701,16.2
702,16.2
703,16.2
704,16.2
705,16.2
706,16.2
707,16.2
708,16.2
709,16.2
710,16.2
711,16.2
712,16.2
713,16.2
714,16.2
715,16.2
716,16.2
717,16.2
718,16.2
719,16.2
720,16.2
721,16.2
722,16.2
723,16.2
724,16.2
725,16.2
726,16.2
727,16.2
728,16.2
729,16.2
730,16.2
731,16.2
732,16.2
733,16.2
734,16.2
735,16.2
736,16.2
737,16.2
738,16.2
739,16.2
740,16.2
741,16.2
742,16.2
743,16.2
744,16.2
745,16.2
746,16.2
747,16.2
748,16.2
749,16.2
750,16.2
751,16.2
752,16.2
753,16.2
754,16.2
755,16.2
756,16.2
757,16.2
758,16.2
759,16.2
760,16.2
761,16.2
762,16.2
763,16.2
764,16.2
765,16.2
766,16.2
767,16.2
768,16.2
769,16.2
770,16.2
771,16.2
772,16.2
773,16.2
774,16.2
775,16.2
776,16.2
777,16.2
778,16.2
779,16.2
780,16.2
781,16.2
782,16.2
783,16.2
784,16.2
785,16.2
786,16.2
787,16.2
788,16.2
789,16.2
790,16.2
791,16.2
792,16.2
793,16.2
794,16.2
795,16.2
796,16.2
797,16.2
798,16.2
799,16.2
800,21.2
801,21.2
802,21.2
803,21.2
804,21.2
805,21.2
806,21.2
807,21.2
808,21.2
809,21.2
810,21.2
811,21.2
812,21.2
813,21.2
814,21.2
815,21.2
816,21.2
817,21.2
818,21.2
819,21.2
820,21.2
821,21.2
822,21.2
823,21.2
824,21.2
825,21.2
826,21.2
827,21.2
828,21.2
829,21.2
830,21.2
831,21.2
832,21.2
833,21.2
834,21.2
835,21.2
836,21.2
837,21.2
838,21.2
839,21.2
840,21.2
841,21.2
842,21.2
843,21.2
844,21.2
845,21.2
846,21.2
847,21.2
848,21.2
849,21.2
850,21.2
851,21.2
852,21.2
853,21.2
854,21.2
855,21.2
856,21.2
857,21.2
858,21.2
859,21.2
860,21.2
861,21.2
862,21.2
863,21.2
864,21.2
865,21.2
866,21.2
867,21.2
868,21.2
869,21.2
870,21.2
871,21.2
872,21.2
873,21.2
874,21.2
875,21.2
876,21.2
877,21.2
878,21.2
879,21.2
880,21.2
881,21.2
882,21.2
883,21.2
884,21.2
885,21.2
886,21.2
887,21.2
888,21.2
889,21.2
890,21.2
891,21.2
892,21.2
893,21.2
894,21.2
895,21.2
896,21.2
897,21.2
898,21.2
899,21.2
900,25.6
901,25.6
902,25.6
903,25.6
904,25.6
905,25.6
906,25.6
907,25.6
908,25.6
909,25.6
910,25.6
911,25.6
912,25.6
913,25.6
914,25.6
915,25.6
916,25.6
917,25.6
918,25.6
919,25.6
920,25.6
921,25.6
922,25.6
923,25.6
924,25.6
925,25.6
926,25.6
927,25.6
928,25.6
929,25.6
930,25.6
931,25.6
932,25.6
933,25.6
934,25.6
935,25.6
936,25.6
937,25.6
938,25.6
939,25.6
940,25.6
941,25.6
942,25.6
943,25.6
944,25.6
945,25.6
946,25.6
947,25.6
948,25.6
949,25.6
950,25.6
951,25.6
952,25.6
953,25.6
954,25.6
955,25.6
956,25.6
957,25.6
958,25.6
959,25.6
960,25.6
961,25.6
962,25.6
963,25.6
964,25.6
965,25.6
966,25.6
967,25.6
968,25.6
969,25.6
970,25.6
971,25.6
972,25.6
973,25.6
974,25.6
975,25.6
976,25.6
977,25.6
978,25.6
979,25.6
980,25.6
981,25.6
982,25.6
983,25.6
984,25.6
985,25.6
986,25.6
987,25.6
988,25.6
989,25.6
990,25.6
991,25.6
992,25.6
993,25.6
994,25.6
995,25.6
996,25.6
997,25.6
998,25.6
999,25.6
1000,14.4
1001,14.4
1002,14.4
1003,14.4
1004,14.4
1005,14.4
1006,14.4
1007,14.4
1008,14.4
1009,14.4
1010,14.4
1011,14.4
1012,14.4
1013,14.4
1014,14.4
1015,14.4
1016,14.4
1017,14.4
1018,14.4
1019,14.4
1020,14.4
1021,14.4
1022,14.4
1023,14.4
1024,14.4
1025,14.4
1026,14.4
1027,14.4
1028,14.4
1029,14.4
1030,14.4
1031,14.4
1032,14.4
1033,14.4
1034,14.4
1035,14.4
1036,14.4
1037,14.4
1038,14.4
1039,14.4
1040,14.4
1041,14.4
1042,14.4
1043,14.4
1044,14.4
1045,14.4
1046,14.4
1047,14.4
1048,14.4
1049,14.4
1050,14.4
1051,14.4
1052,14.4
1053,14.4
1054,14.4
1055,14.4
1056,14.4
1057,14.4
1058,14.4
1059,14.4
1060,14.4
1061,14.4
1062,14.4
1063,14.4
1064,14.4
1065,14.4
1066,14.4
1067,14.4
1068,14.4
1069,14.4
1070,14.4
1071,14.4
1072,14.4
1073,14.4
1074,14.4
1075,14.4
1076,14.4
1077,14.4
1078,14.4
1079,14.4
1080,14.4
1081,14.4
1082,14.4
1083,14.4
1084,14.4
1085,14.4
1086,14.4
1087,14.4
1088,14.4
1089,14.4
1090,14.4
1091,14.4
1092,14.4
1093,14.4
1094,14.4
1095,14.4
1096,14.4
1097,14.4
1098,14.4
1099,14.4
1100,16.8
1101,16.8
1102,16.8
1103,16.8
1104,16.8
1105,16.8
1106,16.8
1107,16.8
1108,16.8
1109,16.8
1110,16.8
1111,16.8
1112,16.8
1113,16.8
1114,16.8
1115,16.8
1116,16.8
1117,16.8
1118,16.8
1119,16.8
1120,16.8
1121,16.8
1122,16.8
1123,16.8
1124,16.8
1125,16.8
1126,16.8
1127,16.8
1128,16.8
1129,16.8
1130,16.8
1131,16.8
1132,16.8
1133,16.8
1134,16.8
1135,16.8
1136,16.8
1137,16.8
1138,16.8
1139,16.8
1140,16.8
1141,16.8
1142,16.8
1143,16.8
1144,16.8
1145,16.8
1146,16.8
1147,16.8
1148,16.8
1149,16.8
1150,16.8
1151,16.8
1152,16.8
1153,16.8
1154,16.8
1155,16.8
1156,16.8
1157,16.8
1158,16.8
1159,16.8
1160,16.8
1161,16.8
1162,16.8
1163,16.8
1164,16.8
1165,16.8
1166,16.8
1167,16.8
1168,16.8
1169,16.8
1170,16.8
1171,16.8
1172,16.8
1173,16.8
1174,16.8
1175,16.8
1176,16.8
1177,16.8
1178,16.8
1179,16.8
1180,16.8
1181,16.8
1182,16.8
1183,16.8
1184,16.8
1185,16.8
1186,16.8
1187,16.8
1188,16.8
1189,16.8
1190,16.8
1191,16.8
1192,16.8
1193,16.8
1194,16.8
1195,16.8
1196,16.8
1197,16.8
1198,16.8
1199,16.8
1200,39.5
1201,39.5
1202,39.5
1203,39.5
1204,39.5
1205,39.5
1206,39.5
1207,39.5
1208,39.5
1209,39.5
1210,39.5
1211,39.5
1212,39.5
1213,39.5
1214,39.5
1215,39.5
1216,39.5
1217,39.5
1218,39.5
1219,39.5
1220,39.5
1221,39.5
1222,39.5
1223,39.5
1224,39.5
1225,39.5
1226,39.5
1227,39.5
1228,39.5
1229,39.5
1230,39.5
1231,39.5
1232,39.5
1233,39.5
1234,39.5
1235,39.5
1236,39.5
1237,39.5
1238,39.5
1239,39.5
1240,39.5
1241,39.5
1242,39.5
1243,39.5
1244,39.5
1245,39.5
1246,39.5
1247,39.5
1248,39.5
1249,39.5
1250,39.5
1251,39.5
1252,39.5
1253,39.5
1254,39.5
1255,39.5
1256,39.5
1257,39.5
1258,39.5
1259,39.5
1260,39.5
1261,39.5
1262,39.5
1263,39.5
1264,39.5
1265,39.5
1266,39.5
1267,39.5
1268,39.5
1269,39.5
1270,39.5
1271,39.5
1272,39.5
1273,39.5
1274,39.5
1275,39.5
1276,39.5
1277,39.5
1278,39.5
1279,39.5
1280,39.5
1281,39.5
1282,39.5
1283,39.5
1284,39.5
1285,39.5
1286,39.5
1287,39.5
1288,39.5
1289,39.5
1290,39.5
1291,39.5
1292,39.5
1293,39.5
1294,39.5
1295,39.5
1296,39.5
1297,39.5
1298,39.5
1299,39.5
1300,32.2
1301,32.2
1302,32.2
1303,32.2
1304,32.2
1305,32.2
1306,32.2
1307,32.2
1308,32.2
1309,32.2
1310,32.2
1311,32.2
1312,32.2
1313,32.2
1314,32.2
1315,32.2
1316,32.2
1317,32.2
1318,32.2
1319,32.2
1320,32.2
1321,32.2
1322,32.2
1323,32.2
1324,32.2
1325,32.2
1326,32.2
1327,32.2
1328,32.2
1329,32.2
1330,32.2
1331,32.2
1332,32.2
1333,32.2
1334,32.2
1335,32.2
1336,32.2
1337,32.2
1338,32.2
1339,32.2
1340,32.2
1341,32.2
1342,32.2
1343,32.2
1344,32.2
1345,32.2
1346,32.2
1347,32.2
1348,32.2
1349,32.2
1350,32.2
1351,32.2
1352,32.2
1353,32.2
1354,32.2
1355,32.2
1356,32.2
1357,32.2
1358,32.2
1359,32.2
1360,32.2
1361,32.2
1362,32.2
1363,32.2
1364,32.2
1365,32.2
1366,32.2
1367,32.2
1368,32.2
1369,32.2
1370,32.2
1371,32.2
1372,32.2
1373,32.2
1374,32.2
1375,32.2
1376,32.2
1377,32.2
1378,32.2
1379,32.2
1380,32.2
1381,32.2
1382,32.2
1383,32.2
1384,32.2
1385,32.2
1386,32.2
1387,32.2
1388,32.2
1389,32.2
1390,32.2
1391,32.2
1392,32.2
1393,32.2
1394,32.2
1395,32.2
1396,32.2
1397,32.2
1398,32.2
1399,32.2
1400,32.7
1401,32.7
1402,32.7
1403,32.7
1404,32.7
1405,32.7
1406,32.7
1407,32.7
1408,32.7
1409,32.7
1410,32.7
1411,32.7
1412,32.7
1413,32.7
1414,32.7
1415,32.7
1416,32.7
1417,32.7
1418,32.7
1419,32.7
1420,32.7
1421,32.7
1422,32.7
1423,32.7
1424,32.7
1425,32.7
1426,32.7
1427,32.7
1428,32.7
1429,32.7
1430,32.7
1431,32.7
1432,32.7
1433,32.7
1434,32.7
1435,32.7
1436,32.7
1437,32.7
1438,32.7
1439,32.7
1440,32.7
1441,32.7
1442,32.7
1443,32.7
1444,32.7
1445,32.7
1446,32.7
1447,32.7
1448,32.7
1449,32.7
1450,32.7
1451,32.7
1452,32.7
1453,32.7
1454,32.7
1455,32.7
1456,32.7
1457,32.7
1458,32.7
1459,32.7
1460,32.7
1461,32.7
1462,32.7
1463,32.7
1464,32.7
1465,32.7
1466,32.7
1467,32.7
1468,32.7
1469,32.7
1470,32.7
1471,32.7
1472,32.7
1473,32.7
1474,32.7
1475,32.7
1476,32.7
1477,32.7
1478,32.7
1479,32.7
1480,32.7
1481,32.7
1482,32.7
1483,32.7
1484,32.7
1485,32.7
1486,32.7
1487,32.7
1488,32.7
1489,32.7
1490,32.7
1491,32.7
1492,32.7
1493,32.7
1494,32.7
1495,32.7
1496,32.7
1497,32.7
1498,32.7
1499,32.7
1500,27.9
1501,27.9
1502,27.9
1503,27.9
1504,27.9
1505,27.9
1506,27.9
1507,27.9
1508,27.9
1509,27.9
1510,27.9
1511,27.9
1512,27.9
1513,27.9
1514,27.9
1515,27.9
1516,27.9
1517,27.9
1518,27.9
1519,27.9
1520,27.9
1521,27.9
1522,27.9
1523,27.9
1524,27.9
1525,27.9
1526,27.9
1527,27.9
1528,27.9
1529,27.9
1530,27.9
1531,27.9
1532,27.9
1533,27.9
1534,27.9
1535,27.9
1536,27.9
1537,27.9
1538,27.9
1539,27.9
1540,27.9
1541,27.9
1542,27.9
1543,27.9
1544,27.9
1545,27.9
1546,27.9
1547,27.9
1548,27.9
1549,27.9
1550,27.9
1551,27.9
1552,27.9
1553,27.9
1554,27.9
1555,27.9
1556,27.9
1557,27.9
1558,27.9
1559,27.9
1560,27.9
1561,27.9
1562,27.9
1563,27.9
1564,27.9
1565,27.9
1566,27.9
1567,27.9
1568,27.9
1569,27.9
1570,27.9
1571,27.9
1572,27.9
1573,27.9
1574,27.9
1575,27.9
1576,27.9
1577,27.9
1578,27.9
1579,27.9
1580,27.9
1581,27.9
1582,27.9
1583,27.9
1584,27.9
1585,27.9
1586,27.9
1587,27.9
1588,27.9
1589,27.9
1590,27.9
1591,27.9
1592,27.9
1593,27.9
1594,27.9
1595,27.9
1596,27.9
1597,27.9
1598,27.9
1599,27.9
1600,20.0
1601,20.0
1602,20.0
1603,20.0
1604,20.0
1605,20.0
1606,20.0
1607,20.0
1608,20.0
1609,20.0
1610,20.0
1611,20.0
1612,20.0
1613,20.0
1614,20.0
1615,20.0
1616,20.0
1617,20.0
1618,20.0
1619,20.0
1620,20.0
1621,20.0
1622,20.0
1623,20.0
1624,20.0
1625,20.0
1626,20.0
1627,20.0
1628,20.0
1629,20.0
1630,20.0
1631,20.0
1632,20.0
1633,20.0
1634,20.0
1635,20.0
1636,20.0
1637,20.0
1638,20.0
1639,20.0
1640,20.0
1641,20.0
1642,20.0
1643,20.0
1644,20.0
1645,20.0
1646,20.0
1647,20.0
1648,20.0
1649,20.0
1650,20.0
1651,20.0
1652,20.0
1653,20.0
1654,20.0
1655,20.0
1656,20.0
1657,20.0
1658,20.0
1659,20.0
1660,20.0
1661,20.0
1662,20.0
1663,20.0
1664,20.0
1665,20.0
1666,20.0
1667,20.0
1668,20.0
1669,20.0
1670,20.0
1671,20.0
1672,20.0
1673,20.0
1674,20.0
1675,20.0
1676,20.0
1677,20.0
1678,20.0
1679,20.0
1680,20.0
1681,20.0
1682,20.0
1683,20.0
1684,20.0
1685,20.0
1686,20.0
1687,20.0
1688,20.0
1689,20.0
1690,20.0
1691,20.0
1692,20.0
1693,20.0
1694,20.0
1695,20.0
1696,20.0
1697,20.0
1698,20.0
1699,20.0
1700,16.8
1701,16.8
1702,16.8
1703,16.8
1704,16.8
1705,16.8
1706,16.8
1707,16.8
1708,16.8
1709,16.8
1710,16.8
1711,16.8
1712,16.8
1713,16.8
1714,16.8
1715,16.8
1716,16.8
1717,16.8
1718,16.8
1719,16.8
1720,16.8
1721,16.8
1722,16.8
1723,16.8
1724,16.8
1725,16.8
1726,16.8
1727,16.8
1728,16.8
1729,16.8
1730,16.8
1731,16.8
1732,16.8
1733,16.8
1734,16.8
1735,16.8
1736,16.8
1737,16.8
1738,16.8
1739,16.8
1740,16.8
1741,16.8
1742,16.8
1743,16.8
1744,16.8
1745,16.8
1746,16.8
1747,16.8
1748,16.8
1749,16.8
1750,16.8
1751,16.8
1752,16.8
1753,16.8
1754,16.8
1755,16.8
1756,16.8
1757,16.8
1758,16.8
1759,16.8
1760,16.8
1761,16.8
1762,16.8
1763,16.8
1764,16.8
1765,16.8
1766,16.8
1767,16.8
1768,16.8
1769,16.8
1770,16.8
1771,16.8
1772,16.8
1773,16.8
1774,16.8
1775,16.8
1776,16.8
1777,16.8
1778,16.8
1779,16.8
1780,16.8
1781,16.8
1782,16.8
1783,16.8
1784,16.8
1785,16.8
1786,16.8
1787,16.8
1788,16.8
1789,16.8
1790,16.8
1791,16.8
1792,16.8
1793,16.8
1794,16.8
1795,16.8
1796,16.8
1797,16.8
1798,16.8
1799,16.8
1800,14.8
1801,14.8
1802,14.8
1803,14.8
1804,14.8
1805,14.8
1806,14.8
1807,14.8
1808,14.8
1809,14.8
1810,14.8
1811,14.8
1812,14.8
1813,14.8
1814,14.8
1815,14.8
1816,14.8
1817,14.8
1818,14.8
1819,14.8
1820,14.8
1821,14.8
1822,14.8
1823,14.8
1824,14.8
1825,14.8
1826,14.8
1827,14.8
1828,14.8
1829,14.8
1830,14.8
1831,14.8
1832,14.8
1833,14.8
1834,14.8
1835,14.8
1836,14.8
1837,14.8
1838,14.8
1839,14.8
1840,14.8
1841,14.8
1842,14.8
1843,14.8
1844,14.8
1845,14.8
1846,14.8
1847,14.8
1848,14.8
1849,14.8
1850,14.8
1851,14.8
1852,14.8
1853,14.8
1854,14.8
1855,14.8
1856,14.8
1857,14.8
1858,14.8
1859,14.8
1860,14.8
1861,14.8
1862,14.8
1863,14.8
1864,14.8
1865,14.8
1866,14.8
1867,14.8
1868,14.8
1869,14.8
1870,14.8
1871,14.8
1872,14.8
1873,14.8
1874,14.8
1875,14.8
1876,14.8
1877,14.8
1878,14.8
1879,14.8
1880,14.8
1881,14.8
1882,14.8
1883,14.8
1884,14.8
1885,14.8
1886,14.8
1887,14.8
1888,14.8
1889,14.8
1890,14.8
1891,14.8
1892,14.8
1893,14.8
1894,14.8
1895,14.8
1896,14.8
1897,14.8
1898,14.8
1899,14.8
1900,19.2
1901,19.2
1902,19.2
1903,19.2
1904,19.2
1905,19.2
1906,19.2
1907,19.2
1908,19.2
1909,19.2
1910,19.2
1911,19.2
1912,19.2
1913,19.2
1914,19.2
1915,19.2
1916,19.2
1917,19.2
1918,19.2
1919,19.2
1920,19.2
1921,19.2
1922,19.2
1923,19.2
1924,19.2
1925,19.2
1926,19.2
1927,19.2
1928,19.2
1929,19.2
1930,19.2
1931,19.2
1932,19.2
1933,19.2
1934,19.2
1935,19.2
1936,19.2
1937,19.2
1938,19.2
1939,19.2
1940,19.2
1941,19.2
1942,19.2
1943,19.2
1944,19.2
1945,19.2
1946,19.2
1947,19.2
1948,19.2
1949,19.2
1950,19.2
1951,19.2
1952,19.2
1953,19.2
1954,19.2
1955,19.2
1956,19.2
1957,19.2
1958,19.2
1959,19.2
1960,19.2
1961,19.2
1962,19.2
1963,19.2
1964,19.2
1965,19.2
1966,19.2
1967,19.2
1968,19.2
1969,19.2
1970,19.2
1971,19.2
1972,19.2
1973,19.2
1974,19.2
1975,19.2
1976,19.2
1977,19.2
1978,19.2
1979,19.2
1980,19.2
1981,19.2
1982,19.2
1983,19.2
1984,19.2
1985,19.2
1986,19.2
1987,19.2
1988,19.2
1989,19.2
1990,19.2
1991,19.2
1992,19.2
1993,19.2
1994,19.2
1995,19.2
1996,19.2
1997,19.2
1998,19.2
1999,19.2
2000,16.7
2001,16.7
2002,16.7
2003,16.7
2004,16.7
2005,16.7
2006,16.7
2007,16.7
2008,16.7
2009,16.7
2010,16.7
2011,16.7
2012,16.7
2013,16.7
2014,16.7
2015,16.7
2016,16.7
2017,16.7
2018,16.7
2019,16.7
2020,16.7
2021,16.7
2022,16.7
2023,16.7
2024,16.7
2025,16.7
2026,16.7
2027,16.7
2028,16.7
2029,16.7
2030,16.7
2031,16.7
2032,16.7
2033,16.7
2034,16.7
2035,16.7
2036,16.7
2037,16.7
2038,16.7
2039,16.7
2040,16.7
2041,16.7
2042,16.7
2043,16.7
2044,16.7
2045,16.7
2046,16.7
2047,16.7
2048,16.7
2049,16.7
2050,16.7
2051,16.7
2052,16.7
2053,16.7
2054,16.7
2055,16.7
2056,16.7
2057,16.7
2058,16.7
2059,16.7
2060,16.7
2061,16.7
2062,16.7
2063,16.7
2064,16.7
2065,16.7
2066,16.7
2067,16.7
2068,16.7
2069,16.7
2070,16.7
2071,16.7
2072,16.7
2073,16.7
2074,16.7
2075,16.7
2076,16.7
2077,16.7
2078,16.7
2079,16.7
2080,16.7
2081,16.7
2082,16.7
2083,16.7
